seqid	target_full_name	entrez_id	ensembl_gene_id	gene_name	chromosome	gene_start	gene_end	strand	gene_biotype	genome_build	is_primary_chromosome	mhc	somascan_is_multiple	menu_v4_0	menu_v4_1	menu_v5_0	mapping_status	mapping_source	somascan_db_version	coordinate_source	coordinate_source_url
10387-1	Natriuretic peptides B	4879	ENSG00000120937	NPPB	1	11857454	11859648	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	0	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10390-21	E3 ubiquitin-protein ligase ZNRF3	84133	ENSG00000183579	ZNRF3	22	28883537	29057488	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10391-1	Angiopoietin-related protein 3	27329	ENSG00000132855	ANGPTL3	1	62597464	62607699	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10396-6	Induced myeloid leukemia cell differentiation protein Mcl-1	4170	ENSG00000143384	MCL1	1	150560895	150579738	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10398-110	Ankyrin repeat domain-containing protein 1	27063	ENSG00000148677	ANKRD1	10	90912092	90921277	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10418-36	Syntaxin-12	23673	ENSG00000117758	STX12	1	27773153	27824450	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10419-1	Scavenger receptor class A member 5	286133	ENSG00000168079	SCARA5	8	27869883	27992840	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10420-30	Fas apoptotic inhibitory molecule 1	55179	ENSG00000158234	FAIM	3	138608550	138633643	1	protein_coding	GRCh38	TRUE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10424-31	Neural proliferation differentiation and control protein 1	56654	ENSG00000107281	NPDC1	9	137037577	137046700	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10425-3	Beta-1,4-galactosyltransferase 5	9334	ENSG00000158470	B4GALT5	20	49632945	49713949	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10426-21	Golgi SNAP receptor complex member 2	9570	ENSG00000108433	GOSR2	17	46923075	46975524	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10428-1	Killer cell immunoglobulin-like receptor 2DS2	100132285	ENSG00000276258	KIR2DS2	HSCHR19KIR_FH13_BA2_HAP_CTG3_1	161634	175541	-1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10428-1	Killer cell immunoglobulin-like receptor 2DS2	100132285	ENSG00000277885	KIR2DS2	HSCHR19KIR_FH05_B_HAP_CTG3_1	37082	50989	1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10428-1	Killer cell immunoglobulin-like receptor 2DS2	100132285	ENSG00000275452	KIR2DS2	HSCHR19KIR_FH06_BA1_HAP_CTG3_1	29490	60215	1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10428-1	Killer cell immunoglobulin-like receptor 2DS2	100132285	ENSG00000276139	KIR2DS2	HSCHR19KIR_G085_BA1_HAP_CTG3_1	102709	116870	-1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10428-1	Killer cell immunoglobulin-like receptor 2DS2	100132285	ENSG00000284033	KIR2DS2	HSCHR19KIR_HG2393_CTG3_1	125192	153039	-1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10428-1	Killer cell immunoglobulin-like receptor 2DS2	100132285	ENSG00000274438	KIR2DS2	HSCHR19KIR_G248_BA2_HAP_CTG3_1	149814	164109	-1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10428-1	Killer cell immunoglobulin-like receptor 2DS2	100132285	ENSG00000278152	KIR2DS2	HSCHR19KIR_RP5_B_HAP_CTG3_1	106543	137288	-1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10428-1	Killer cell immunoglobulin-like receptor 2DS2	100132285	ENSG00000275253	KIR2DS2	HSCHR19KIR_GRC212_BA1_HAP_CTG3_1	101207	115411	-1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10428-1	Killer cell immunoglobulin-like receptor 2DS2	100132285	ENSG00000275735	KIR2DS2	HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1	130021	144329	-1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10428-1	Killer cell immunoglobulin-like receptor 2DS2	100132285	ENSG00000276425	KIR2DS2	HSCHR19KIR_T7526_BDEL_HAP_CTG3_1	130392	144417	-1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10428-1	Killer cell immunoglobulin-like receptor 2DS2	100132285	ENSG00000275737	KIR2DS2	HSCHR19KIR_FH15_B_HAP_CTG3_1	194387	208682	-1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10428-1	Killer cell immunoglobulin-like receptor 2DS2	100132285	ENSG00000278300	KIR2DS2	HSCHR19LRC_PGF2_CTG3_1	464498	478867	1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10428-1	Killer cell immunoglobulin-like receptor 2DS2	100132285	ENSG00000274518	KIR2DS2	HSCHR19KIR_RSH_BA2_HAP_CTG3_1	150933	165052	-1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10430-31	4F2 cell-surface antigen heavy chain:Cytoplasmic domain	6520	ENSG00000168003	SLC3A2	11	62855970	62888910	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10432-3	Uncharacterized protein KIAA1644	85352	ENSG00000138944	SHISAL1	22	44243665	44332009	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10435-2	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase	175	ENSG00000038002	AGA	4	177430127	177442450	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10438-19	Granulocyte-macrophage colony-stimulating factor receptor subunit alpha	1438	ENSG00000292357	CSF2RA	Y	1268779	1325373	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10438-19	Granulocyte-macrophage colony-stimulating factor receptor subunit alpha	1438	ENSG00000198223	CSF2RA	X	1268779	1325373	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10439-57	Alpha-amylase 2B	280	ENSG00000240038	AMY2B	1	103553815	103579534	1	protein_coding	GRCh38	TRUE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10440-26	CXADR-like membrane protein:Extracellular domain	79827	ENSG00000166250	CLMP	11	123069625	123196697	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10442-1	Transmembrane protein 190	147744	ENSG00000160472	TMEM190	19	55376816	55378246	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10445-20	Apolipoprotein M	55937	ENSG00000224290	APOM	HSCHR6_MHC_COX_CTG1	3129706	3135499	1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10445-20	Apolipoprotein M	55937	ENSG00000227567	APOM	HSCHR6_MHC_DBB_CTG1	2900187	2905981	1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10445-20	Apolipoprotein M	55937	ENSG00000235754	APOM	HSCHR6_MHC_SSTO_CTG1	2951694	2957487	1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10445-20	Apolipoprotein M	55937	ENSG00000206409	APOM	HSCHR6_MHC_QBL_CTG1	2908235	2914028	1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10445-20	Apolipoprotein M	55937	ENSG00000226215	APOM	HSCHR6_MHC_MCF_CTG1	2994288	3000082	1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10445-20	Apolipoprotein M	55937	ENSG00000231974	APOM	HSCHR6_MHC_MANN_CTG1	2957462	2963256	1	protein_coding	GRCh38	FALSE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10445-20	Apolipoprotein M	55937	ENSG00000204444	APOM	6	31652416	31658214	1	protein_coding	GRCh38	TRUE	TRUE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10447-18	Polyadenylate-binding protein 3	5042	ENSG00000151846	PABPC3	13	25096136	25099254	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10449-31	Protein shisa-2 homolog	387914	ENSG00000180730	SHISA2	13	26044497	26052023	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10451-11	Nucleobindin-1	4924	ENSG00000104805	NUCB1	19	48900050	48923958	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10453-7	Carcinoembryonic antigen-related cell adhesion molecule 20	125931	ENSG00000273777	CEACAM20	19	44501677	44529788	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10454-99	DnaJ homolog subfamily C member 16	23341	ENSG00000116138	DNAJC16	1	15526813	15592379	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10455-196	Interleukin-31	386653	ENSG00000204671	IL31	12	122172029	122174221	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10457-3	Interleukin-18 receptor accessory protein	8807	ENSG00000115607	IL18RAP	2	102418570	102452567	1	protein_coding	GRCh38	TRUE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10460-1	Chitotriosidase-1	1118	ENSG00000133063	CHIT1	1	203212818	203273641	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10462-14	Insulin-like peptide INSL5	10022	ENSG00000172410	INSL5	1	66797740	66801276	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10463-23	Intestinal-type alkaline phosphatase	248	ENSG00000163295	ALPI	2	232456125	232460753	1	protein_coding	GRCh38	TRUE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10464-6	Anthrax toxin receptor 1	84168	ENSG00000169604	ANTXR1	2	69013085	69249327	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10470-34	Thioredoxin domain-containing protein 11:C-term	51061	ENSG00000153066	TXNDC11	16	11679073	11743703	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10472-53	Tumor necrosis factor receptor superfamily member 14	8764	ENSG00000273936	TNFRSF14	HSCHR1_1_CTG3	106829	116812	1	protein_coding	GRCh38	FALSE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10472-53	Tumor necrosis factor receptor superfamily member 14	8764	ENSG00000157873	TNFRSF14	1	2554244	2565382	1	protein_coding	GRCh38	TRUE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10473-2	Trefoil factor 2	7032	ENSG00000160181	TFF2	21	42346357	42350997	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10479-18	Stromelysin-2	4319	ENSG00000166670	MMP10	11	102770502	102780628	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10480-33	CD59 glycoprotein	966	ENSG00000085063	CD59	11	33703010	33737293	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10485-56	Melanoma-associated antigen 4	4103	ENSG00000147381	MAGEA4	X	151912495	151925173	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10490-3	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1:Cytoplasmic domain	6184	ENSG00000163902	RPN1	3	128619968	128681075	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10496-11	Calcium-activated chloride channel regulator 1	1179	ENSG00000016490	CLCA1	1	86468368	86501401	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10499-1	Transmembrane protein 106A	113277	ENSG00000184988	TMEM106A	17	43211835	43220041	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10505-12	E3 ubiquitin-protein ligase RNF43	54894	ENSG00000108375	RNF43	17	58353671	58417735	-1	protein_coding	GRCh38	TRUE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10506-53	Membrane-associated progesterone receptor component 2	10424	ENSG00000164040	PGRMC2	4	128268172	128288834	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10507-166	Acrosomal protein SP-10	56	ENSG00000134940	ACRV1	11	125671522	125680874	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10510-62	SLP adapter and CSK-interacting membrane protein	388325	ENSG00000161929	SCIMP	17	5208915	5234869	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10511-10	Collagen alpha-3(VI) chain:isoform 3	1293	ENSG00000163359	COL6A3	2	237324003	237414409	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10512-13	Cytokine receptor common subunit beta:Extracellular domain	1439	ENSG00000100368	CSF2RB	22	36913590	36940454	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10513-13	Calsenilin	30818	ENSG00000115041	KCNIP3	2	95297305	95386081	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10514-5	Prostaglandin-H2 D-isomerase	5730	ENSG00000107317	PTGDS	9	136975053	136981750	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10521-10	Matrix-remodeling-associated protein 8:Extracellular domain	54587	ENSG00000162576	MXRA8	1	1352683	1361800	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10527-22	ATP-dependent RNA helicase A	1660	ENSG00000135829	DHX9	1	182839302	182888120	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10528-2	Dipeptidase 1	1800	ENSG00000015413	DPEP1	16	89613308	89638456	1	protein_coding	GRCh38	TRUE	FALSE	0	0	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10530-8	Proteasome subunit beta type-6	5694	ENSG00000142507	PSMB6	17	4796144	4798503	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10531-18	GTPase NRas	4893	ENSG00000213281	NRAS	1	114704468	114716775	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10534-40	Poly [ADP-ribose] polymerase 1:BRCA1 C-terminal:BRCA1 C-terminus domian	142	ENSG00000143799	PARP1	1	226360210	226408154	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10535-25	Cytochrome c oxidase subunit 6A2, mitochondrial	1339	ENSG00000156885	COX6A2	16	31427731	31428433	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10539-30	CD99 antigen-like protein 2	83692	ENSG00000102181	CD99L2	X	150766335	150898816	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10546-2	Thrombospondin-type laminin G domain and EAR repeat-containing protein	54084	ENSG00000175894	TSPEAR	21	44497893	44712286	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10550-37	Bone morphogenetic protein receptor type-1B	658	ENSG00000138696	BMPR1B	4	94757937	95158449	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10551-7	Linker for activation of T-cells family member 1	27040	ENSG00000213658	LAT	16	28984808	28990784	1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10552-88	NKG2-F type II integral membrane protein	8302	ENSG00000183542	KLRC4	12	10403058	10409757	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
10553-8	Torsin-1A-interacting protein 2	163590	ENSG00000169905	TOR1AIP2	1	179839967	179883034	-1	protein_coding	GRCh38	TRUE	FALSE	0	1	1	1	mapped_to_ensembl	SomaScan.db	0.99.10	Ensembl BioMart hsapiens_gene_ensembl	https://www.ensembl.org/biomart/martservice
